N,seed,rho,f_elongated,f_binary,f_active,s_max_norm,s_max_norm_2
1000,853827592514924,0.7,0.7358285714285713,0.13595714285714286,0.8717857142857142,0.059871428571428575,0.06394285714285715
1000,1052030010736714,0.7,0.5148571428571428,0.19401428571428572,0.7088714285714285,0.12355714285714287,0.14281428571428573
1000,993068073743470,0.7,0.6528,0.18050000000000002,0.8333,0.054414285714285714,0.06152857142857143
1000,375074238073900,0.7,0.7757571428571428,0.18089999999999998,0.9566571428571428,0.016385714285714285,0.01694285714285714
1000,416178520884477,0.7,0.7405714285714288,0.13541428571428574,0.8759857142857145,0.055985714285714284,0.05967142857142857
1000,874051135843279,0.7,0.6750428571428571,0.1795857142857143,0.8546285714285713,0.04761428571428571,0.05277142857142857
1000,12944511869278,0.7,0.4699142857142858,0.19361428571428574,0.6635285714285715,0.1673,0.1824285714285714
1000,542029227742456,0.7,0.6273142857142857,0.18272857142857138,0.8100428571428571,0.061285714285714284,0.06638571428571428
1000,1011744331896734,0.7,0.6273142857142858,0.17154285714285714,0.7988571428571429,0.07161428571428571,0.07614285714285714
1000,211701226972609,0.7,0.5978285714285714,0.18017142857142857,0.7779999999999999,0.09377142857142858,0.1002857142857143
1000,292918525777755,0.7,0.5964142857142858,0.1932,0.7896142857142858,0.07092857142857142,0.07840000000000001
1000,731147908347497,0.7,0.6771428571428573,0.16069999999999998,0.8378428571428572,0.06255714285714285,0.0663
1000,985549376192247,0.7,0.6459571428571428,0.17738571428571426,0.823342857142857,0.050942857142857144,0.05525714285714286
1000,873456432950595,0.7,0.6320999999999998,0.19101428571428572,0.8231142857142855,0.0703,0.07604285714285715
1000,422219896800918,0.7,0.7605,0.1415142857142857,0.9020142857142857,0.03077142857142857,0.03268571428571428
1000,900740014674953,0.7,0.7389142857142856,0.16678571428571426,0.9057,0.037471428571428565,0.03995714285714286
1000,1020578668480920,0.7,0.6452857142857142,0.1932,0.8384857142857143,0.05815714285714286,0.06504285714285714
