seed,n_round,max_round,2_max_round,n_elongated,max_elongated,2_max_elongated,n_round_2,max_round_2,2_max_round_2,n_elongated_2,max_elongated_2,2_max_elongated_2,ratio_round,ratio_elongated,ratio_round_2,ratio_elongated_2
1099062448631258,30.757142857142856,386.14285714285717,60.0,131.31428571428572,166.65714285714284,48.114285714285714,16.771428571428572,431.74285714285713,51.4,23.785714285714285,390.87142857142857,30.67142857142857,0.23795615823862154,0.39602705021598883,0.1798831628855942,0.10525846869026798
853827592514924,33.15714285714286,310.12857142857143,65.35714285714286,120.37142857142857,201.4,58.67142857142857,20.185714285714287,346.7142857142857,53.24285714285714,18.32857142857143,477.98571428571427,25.142857142857142,0.26233539237786635,0.3373583541481878,0.20057736747410815,0.06417664877475095
1052030010736714,33.5,500.5,37.114285714285714,136.62857142857143,71.02857142857142,38.6,17.0,545.1428571428571,25.485714285714284,26.5,283.6142857142857,39.385714285714286,0.11001122605748732,0.622009362729772,0.06915393789972675,0.20121536785032662
993068073743470,34.34285714285714,333.1,68.98571428571428,130.0142857142857,166.0142857142857,59.857142857142854,19.84285714285714,386.15714285714284,50.58571428571429,22.071428571428573,420.62857142857143,41.857142857142854,0.26622182808815703,0.46296496094143647,0.1755831648863074,0.12729235384943313
375074238073900,28.7,537.7,22.1,125.12857142857143,81.65714285714286,40.77142857142857,15.285714285714286,562.2142857142857,18.8,25.47142857142857,275.74285714285713,45.44285714285714,0.05497675483353951,0.5912977932151835,0.040700289477964925,0.22421120553491486
416178520884477,34.8,345.35714285714283,64.85714285714286,129.9,171.61428571428573,63.785714285714285,20.4,387.2,50.628571428571426,20.242857142857144,427.48571428571427,38.01428571428571,0.235748343759923,0.4511324837165909,0.17750830085360925,0.10996885716513029
874051135843279,32.68571428571428,521.1571428571428,27.47142857142857,139.37142857142857,73.67142857142858,35.17142857142857,15.728571428571428,551.5571428571428,27.814285714285713,29.714285714285715,270.8142857142857,37.48571428571429,0.06547303787218042,0.5558812573787378,0.06278920841408449,0.18365667992133095
12944511869278,32.22857142857143,178.18571428571428,45.94285714285714,106.12857142857143,462.92857142857144,45.15714285714286,22.4,189.9857142857143,47.55714285714286,15.1,658.3428571428572,10.342857142857143,0.3471569086462013,0.11301075147817852,0.33248118749385813,0.016501666483343155
542029227742456,32.44285714285714,501.0857142857143,29.014285714285716,129.45714285714286,91.97142857142858,40.8,17.857142857142858,544.5714285714286,14.985714285714286,26.542857142857144,299.04285714285714,42.142857142857146,0.07417735276773994,0.5383149661986867,0.029814613436413666,0.20505446587076015
1011744331896734,31.97142857142857,498.7857142857143,31.542857142857144,137.87142857142857,75.81428571428572,41.52857142857143,17.885714285714286,533.8857142857142,20.228571428571428,24.7,301.4714285714286,45.55714285714286,0.08153093566887715,0.5924372919718441,0.04750470846533534,0.20752315333691598
211701226972609,31.257142857142856,251.9,78.47142857142858,115.41428571428571,298.01428571428573,47.857142857142854,19.785714285714285,272.37142857142857,78.85714285714286,18.7,512.9857142857143,24.042857142857144,0.4214877450652579,0.23398149343675964,0.40381348006140577,0.06272822262102354
292918525777755,36.042857142857144,518.5857142857143,28.37142857142857,142.0142857142857,64.68571428571428,38.68571428571428,17.271428571428572,559.2142857142857,21.957142857142856,28.37142857142857,281.0285714285714,35.857142857142854,0.06326255038211609,0.6678102715940687,0.0462751451607185,0.16337712426512582
731147908347497,27.685714285714287,462.1714285714286,45.3,120.27142857142857,110.92857142857143,56.68571428571428,15.82857142857143,498.35714285714283,31.457142857142856,22.557142857142857,355.48571428571427,31.928571428571427,0.13124128826777862,0.5733783238975741,0.08294757758724765,0.12170796905283611
985549376192247,33.114285714285714,456.0857142857143,36.94285714285714,137.0857142857143,117.9,45.371428571428574,17.6,499.57142857142856,21.428571428571427,25.47142857142857,347.85714285714283,32.47142857142857,0.1020916324799727,0.48525593563510966,0.048049424886719413,0.1329006663507716
873456432950595,30.3,206.18571428571428,58.32857142857143,110.65714285714286,395.3142857142857,46.08571428571429,19.585714285714285,219.4142857142857,63.371428571428574,19.1,595.8571428571429,19.0,0.405438562289675,0.13969762285115603,0.412359551485675,0.0367480724202095
422219896800918,33.34285714285714,254.84285714285716,61.5,120.34285714285714,270.27142857142854,67.8,21.571428571428573,281.54285714285714,62.542857142857144,16.814285714285713,526.0,25.514285714285716,0.29922992643222973,0.3009240568459731,0.27388264560787573,0.06513053741927911
900740014674953,30.52857142857143,205.94285714285715,76.15714285714286,111.37142857142857,362.3857142857143,58.0,20.15714285714286,230.0,72.94285714285714,16.985714285714284,583.5571428571428,14.714285714285714,0.48665878740206747,0.20261906287296894,0.4424507269872248,0.026390250643716907
1020578668480920,29.642857142857142,385.4714285714286,52.957142857142856,124.48571428571428,174.81428571428572,53.957142857142856,17.485714285714284,423.4,41.48571428571429,20.085714285714285,427.85714285714283,25.62857142857143,0.21492647805019582,0.40339938185567736,0.1486355430062675,0.07703845631561049
343569160877337,32.2,414.62857142857143,45.02857142857143,132.9142857142857,137.47142857142856,44.357142857142854,17.542857142857144,459.1714285714286,33.41428571428571,25.014285714285716,366.1,34.31428571428572,0.20268922005783924,0.46269760694111184,0.14392684247921772,0.15181811056778824
78804909138230,33.385714285714286,365.35714285714283,69.77142857142857,136.1,126.34285714285714,50.957142857142856,18.82857142857143,412.2142857142857,60.642857142857146,20.285714285714285,395.54285714285714,36.27142857142857,0.27175490376730677,0.5264197861382266,0.20747835615233662,0.12667287420402926
333614425743970,34.07142857142857,422.85714285714283,52.0,129.25714285714287,116.42857142857143,52.642857142857146,18.285714285714285,462.57142857142856,42.5,23.585714285714285,354.7142857142857,35.4,0.19820269465256513,0.5222787963934922,0.15048310868339812,0.14709464715998025
974443487743328,31.314285714285713,531.4428571428572,21.614285714285714,129.12857142857143,92.22857142857143,42.84285714285714,16.785714285714285,559.2571428571429,18.485714285714284,26.014285714285716,278.4428571428571,44.02857142857143,0.044554931090080574,0.5577447730912799,0.03579022193967755,0.23832407382675866
703985244396274,34.18571428571428,351.1142857142857,78.01428571428572,133.2,142.44285714285715,58.57142857142857,18.814285714285713,400.07142857142856,66.2,21.685714285714287,411.9142857142857,29.7,0.29708915494310134,0.4844235858718409,0.2277762725691532,0.0855043022980963
1122578106359740,27.82857142857143,494.8285714285714,28.0,122.15714285714286,110.22857142857143,52.3,15.271428571428572,528.1142857142858,18.228571428571428,22.885714285714286,334.0,38.22857142857143,0.06386287110395755,0.5451971472430982,0.037686947036786704,0.1553363503889158
492938554100859,30.357142857142858,292.92857142857144,90.01428571428572,119.1,221.27142857142857,66.54285714285714,18.0,344.87142857142857,70.28571428571429,20.085714285714285,454.37142857142857,31.82857142857143,0.3931129160762741,0.3974111491117508,0.26610166673823615,0.1046174091998093
170902461924754,33.74285714285714,315.4428571428571,61.957142857142856,123.04285714285714,233.3,57.67142857142857,19.085714285714285,351.7,53.05714285714286,19.62857142857143,478.7857142857143,22.1,0.2843195626160299,0.32840954340321743,0.22116138290934767,0.06370840332416343
260045648084392,33.17142857142857,266.0285714285714,65.65714285714286,113.8,253.54285714285714,73.35714285714286,20.728571428571428,295.6714285714286,59.72857142857143,18.542857142857144,508.8,24.2,0.38949355321093615,0.3554125207298533,0.3419967012770228,0.0559339653984989
450419983107763,25.47142857142857,348.0857142857143,47.957142857142856,111.58571428571429,222.31428571428572,77.27142857142857,16.4,370.04285714285714,48.15714285714286,18.428571428571427,465.3857142857143,32.285714285714285,0.1839815767494743,0.4281453060426511,0.16270796391559522,0.10491204024870741
543308666121182,29.12857142857143,428.9428571428571,45.82857142857143,123.91428571428571,148.87142857142857,53.97142857142857,16.014285714285716,460.01428571428573,39.142857142857146,21.2,379.5857142857143,33.05714285714286,0.1403179919401976,0.4850292688137221,0.11602219911142948,0.11485767870864715
593849570694833,31.357142857142858,495.6857142857143,26.242857142857144,132.72857142857143,99.57142857142857,44.357142857142854,16.9,527.7714285714286,19.585714285714285,25.042857142857144,333.12857142857143,28.2,0.06834793276468888,0.5406090219687278,0.04449684117335997,0.11243807035653752
582382717235568,29.614285714285714,433.1714285714286,45.4,129.27142857142857,116.88571428571429,48.55714285714286,16.62857142857143,468.8142857142857,45.31428571428572,23.785714285714285,349.48571428571427,34.51428571428571,0.20184510081009374,0.48191043203968126,0.16136524781962566,0.14583606675410807
1123570616129223,35.714285714285715,433.35714285714283,44.142857142857146,134.97142857142856,113.67142857142858,48.114285714285714,19.17142857142857,475.9,32.92857142857143,23.37142857142857,353.4,37.22857142857143,0.19205629813128106,0.5364972708025216,0.13360905197710096,0.15566595883727732
680622798933824,27.857142857142858,531.3428571428572,28.7,137.14285714285714,73.68571428571428,38.65714285714286,13.714285714285714,564.6,19.1,28.82857142857143,270.14285714285717,45.357142857142854,0.05912883232760945,0.5969486562824304,0.03643493213931073,0.25464994967484156
201764007966294,31.357142857142858,443.6857142857143,41.92857142857143,130.21428571428572,125.08571428571429,48.74285714285714,17.84285714285714,482.12857142857143,33.142857142857146,23.928571428571427,340.0857142857143,38.08571428571429,0.1338794992470483,0.4954324203949582,0.10167677785739138,0.1788510063774797
453356923466257,33.7,475.24285714285713,40.77142857142857,137.67142857142858,94.41428571428571,40.957142857142856,16.814285714285713,517.8857142857142,29.771428571428572,26.942857142857143,309.1714285714286,39.05714285714286,0.12900614118212017,0.5286031540971114,0.0844244889658015,0.18503290709895873
346214149398000,29.714285714285715,366.04285714285714,45.628571428571426,119.17142857142858,197.72857142857143,53.957142857142856,18.185714285714287,392.74285714285713,43.94285714285714,20.65714285714286,432.6142857142857,31.15714285714286,0.17294788976413744,0.39246803792952173,0.1526113796694851,0.09458255927903692
