density,n_realizations,n_round,n_round_std,max_round,max_round_std,2_max_round,2_max_round_std,ratio_round,ratio_round_std,n_elongated,n_elongated_std,max_elongated,max_elongated_std,2_max_elongated,2_max_elongated_std,ratio_elongated,ratio_elongated_std,n_round_2,n_round_2_std,max_round_2,max_round_2_std,2_max_round_2,2_max_round_2_std,ratio_round_2,ratio_round_2_std,n_elongated_2,n_elongated_2_std,max_elongated_2,max_elongated_2_std,2_max_elongated_2,2_max_elongated_2_std,ratio_elongated_2,ratio_elongated_2_std
0.4,64,23.97589285714286,7.289781833305759,26.61004464285714,13.153923833232403,12.445535714285715,5.479564695457174,0.5745989798422869,0.0640319756383516,464.4529017857143,43.89840862436567,1038.309375,202.16400316018883,153.32924107142858,59.55271920699982,0.20860367810471586,0.10955349247690635,20.283705357142857,5.940223157774137,28.064285714285713,13.726995952554159,13.272098214285714,5.729859972185921,0.5756519326818513,0.06675753639747509,141.87366071428573,10.204171044109406,1414.2408482142855,134.19158240944526,134.2564732142857,52.090721143187125,0.1191799673207071,0.05893723993199111
0.5,64,33.988392857142856,10.02191730811087,44.918303571428574,22.235168632717055,21.80133928571429,9.917309790825556,0.5742048411310927,0.07489939730215857,385.3279017857143,36.2543785481307,1073.4850446428572,216.7654377907154,150.43794642857142,56.783602962432795,0.19556241892537257,0.11284419215303367,27.921875,7.82652702204224,47.684598214285714,23.56411984603882,23.138169642857143,10.356244719737571,0.5761005536461616,0.07374540478132746,101.80446428571429,7.98062192868718,1521.9580357142856,125.01106505933463,87.44419642857142,34.44714177416081,0.07007155661328104,0.03795621194976383
0.6,64,49.173437500000006,11.305475929283533,90.06026785714286,34.30388591280616,41.921875,12.91765928503597,0.5635496061981184,0.06065918480102801,329.584375,27.508084121861224,967.1488839285714,242.38772049683007,144.29084821428575,45.882174303346176,0.21642324261090312,0.12090067925063258,38.4734375,8.22743869250063,96.12075892857143,36.784067984179934,44.44866071428571,13.719741148200697,0.5593710070062241,0.0644487289160383,73.40446428571428,4.313817814125082,1487.7078125,114.99708298802351,60.737276785714286,19.629264828013547,0.04898979240681106,0.021836346651364497
0.7,64,60.65602678571428,8.818424003710417,212.0448660714286,61.14445337030923,80.89553571428571,19.271420902186875,0.4869469657948402,0.08042054608166609,281.69375,21.116661297509648,716.9674107142857,230.87296113198556,154.09151785714286,33.30994735705881,0.31265971030555095,0.13441553621139207,44.14910714285713,5.384798381733615,231.29531250000002,68.67893231402583,84.54441964285715,19.345935726562757,0.47323276128689773,0.08279177940149046,49.45357142857142,2.4152603059130255,1325.5977678571428,117.51308676148447,46.23102678571428,12.287649890946787,0.04321345053455444,0.019202005194369993
0.75,64,63.13995535714286,7.039887365698411,364.8890625,100.43074036494328,114.03303571428572,18.947379587417167,0.42692386829711537,0.10308670349695634,265.6386160714286,16.977358095859525,487.95625,188.61001953218187,142.00401785714286,20.06312736864559,0.4089455593550322,0.1259110506576438,42.77589285714286,3.8669664732468814,406.4877232142857,113.27322643987718,114.51049107142858,18.236907164050265,0.39367992043539657,0.10829812702183722,42.186160714285705,2.6240508410948267,1117.1308035714287,127.08884774076806,51.28995535714286,12.439876444141124,0.05977502800727162,0.023053035546873393
0.76,64,62.52879464285714,7.360482253898934,406.98616071428575,116.05351607729015,121.40647321428571,23.547952293259392,0.4046268475144345,0.11617618110207137,258.87165178571433,18.208843078562634,466.0383928571429,183.33840810848963,141.56004464285715,24.19604884921816,0.4221565102119852,0.11270732678641886,41.738392857142856,3.8666908573017635,450.8638392857143,128.19182896883405,121.134375,25.518379679157285,0.37278709423590345,0.12313300551077984,41.34285714285714,3.0378702494901395,1079.2004464285715,132.46664089097715,50.90535714285714,13.976446821693889,0.06271695065189603,0.02749310318970634
0.77,64,61.24419642857143,5.818913299244712,466.8924107142857,143.51915707712772,117.23772321428572,22.502840675473475,0.36652796711693547,0.11836755374706978,254.2743303571429,16.074854092922973,441.9194196428572,198.48340040319513,130.99665178571428,21.877700193151373,0.4212054247465584,0.12332549388953014,40.14732142857143,2.9253246478694392,514.8421875,156.43687879927566,114.640625,23.59934871128218,0.33221708109426046,0.12276962743465372,40.35691964285714,3.2186576386841654,1031.4877232142858,154.6487813640018,52.82901785714286,15.84355119510709,0.06925817437778267,0.03243984763331388
0.78,64,60.604241071428575,5.7977815310243335,573.1267857142857,141.17305474650377,119.52723214285714,29.28427602449669,0.30244713682321617,0.11221792661294454,251.65334821428573,15.986040485160203,359.0082589285715,173.24012715679586,121.45669642857143,23.108913823039384,0.46869932712416595,0.12039480883395853,38.135714285714286,2.908551113891341,631.3421875,156.1020650188209,112.48727678571429,30.367076578483307,0.2650765175445254,0.11631840951040429,41.35267857142857,3.7162212600321225,925.2622767857142,149.3534717038459,61.02165178571428,16.101255565588257,0.09149458820704773,0.03889186951958985
0.79,64,58.942410714285714,5.151989226970198,653.1066964285715,142.23794025732923,119.38102678571428,30.314914479095577,0.274594498067232,0.11101311785947737,246.45044642857144,13.411106742327341,314.4058035714286,131.99150907988474,112.69642857142857,19.32626173408061,0.4811307033448531,0.09660169161846903,36.04888392857143,2.6946488679345526,719.8183035714285,148.87588720970402,105.94888392857143,30.794987139834657,0.22687854959376572,0.10692177362008544,41.010714285714286,3.7543150856352887,848.8832589285714,128.87458513950585,66.18593750000001,15.38275036187418,0.11168613432421859,0.04282708787478278
0.8,64,56.96964285714286,4.626751762911793,758.0629464285714,156.27400932673092,108.41049107142857,32.336012657083096,0.21917691316747837,0.11381510032658565,240.7060267857143,11.404252983031727,271.6241071428571,104.20570213197989,107.16808035714286,24.407858339113226,0.5126448094421208,0.08896624262931652,33.4703125,2.8029420249773036,825.9272321428571,162.46321878657736,95.17611607142857,35.64730008841762,0.1790642877720969,0.10994539730818546,41.38080357142857,3.990242568413367,771.5825892857143,128.16602918247352,69.25245535714285,13.684124064298395,0.12783335631685303,0.04416789967697223
