step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,947.8125,5.953125,3.375,0.0,0.0,0.0,79.609375,801.65625,45.375,0.0,0.0,0.0
200,38.796875,3.0,2.25,471.78125,25.03125,21.15625,36.296875,3.421875,2.484375,64.25,491.65625,121.859375
300,49.640625,4.671875,3.46875,368.375,49.125,37.078125,44.5625,5.53125,4.125,53.125,682.78125,87.484375
400,50.765625,6.09375,4.03125,328.4375,65.984375,45.765625,44.8125,7.0625,4.875,50.59375,690.875,80.953125
500,51.921875,7.484375,5.140625,307.65625,76.546875,57.234375,45.34375,8.90625,5.8125,51.140625,704.40625,79.25
600,52.828125,9.96875,6.25,298.046875,94.4375,63.046875,44.90625,11.453125,7.078125,51.0625,673.28125,90.796875
700,51.59375,12.03125,7.5625,289.390625,110.21875,69.890625,43.859375,14.578125,8.53125,53.125,673.859375,77.34375
800,50.953125,14.171875,9.125,287.015625,112.828125,71.578125,42.03125,16.828125,10.6875,55.015625,671.296875,73.953125
900,49.0625,17.140625,9.828125,282.609375,134.453125,75.734375,40.453125,20.71875,11.046875,54.4375,655.40625,81.03125
1000,48.28125,19.28125,11.28125,274.5,137.28125,82.28125,39.484375,21.90625,12.640625,52.34375,666.25,75.53125
1100,47.546875,24.171875,11.890625,270.125,143.78125,84.15625,38.0625,27.953125,13.28125,54.46875,616.328125,109.0
1200,45.28125,27.515625,12.796875,269.78125,162.140625,83.15625,37.125,30.40625,15.15625,54.421875,662.359375,67.328125
1300,44.03125,28.421875,12.3125,264.234375,174.1875,86.4375,35.640625,31.953125,14.3125,55.90625,636.6875,87.6875
1400,45.65625,25.953125,13.21875,265.3125,175.671875,88.21875,36.890625,29.1875,15.4375,54.984375,624.875,95.359375
1500,43.453125,27.9375,12.40625,269.34375,179.34375,90.4375,34.859375,32.125,14.171875,55.171875,649.609375,80.53125
1600,41.796875,28.609375,14.109375,266.546875,193.125,91.21875,33.8125,31.96875,16.0,54.765625,668.96875,59.515625
1700,40.921875,30.84375,13.953125,263.15625,185.78125,93.21875,33.265625,34.296875,14.96875,55.78125,658.15625,72.484375
1800,41.640625,30.171875,15.34375,257.1875,203.3125,95.515625,33.8125,35.625,16.3125,55.484375,673.921875,60.359375
1900,39.59375,32.828125,14.484375,254.015625,216.984375,91.390625,31.484375,37.171875,15.46875,56.59375,641.46875,74.90625
2000,40.609375,32.9375,14.8125,253.515625,209.34375,93.59375,32.484375,37.71875,16.453125,57.078125,645.4375,83.15625
2100,38.46875,35.0,15.359375,255.65625,218.4375,94.21875,30.8125,38.78125,17.0,54.34375,661.53125,72.03125
2200,37.5,32.984375,17.484375,254.859375,228.3125,98.4375,28.9375,38.484375,19.25,57.359375,644.765625,81.4375
