step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,59.1875,924.171875,4.875,0.0,0.0,0.0,1.21875,999.765625,0.171875,0.0,0.0,0.0
200,27.5625,803.078125,6.328125,130.921875,5.484375,3.640625,4.359375,838.390625,3.09375,52.25,48.1875,15.234375
300,28.03125,823.25,6.625,116.5625,4.640625,3.171875,2.21875,863.828125,1.15625,56.453125,26.140625,12.015625
400,30.578125,819.546875,7.140625,115.671875,4.4375,3.078125,1.9375,866.375,1.265625,57.921875,19.078125,10.75
500,33.84375,811.90625,9.03125,116.515625,3.921875,3.140625,1.75,867.1875,0.5625,56.09375,19.296875,10.65625
600,38.765625,799.609375,8.34375,119.5625,4.25,3.078125,1.734375,863.71875,0.59375,57.09375,19.28125,10.390625
700,46.140625,774.0,12.453125,121.21875,4.671875,2.9375,2.0625,860.359375,0.84375,56.703125,20.40625,10.65625
800,51.703125,759.9375,12.1875,121.546875,4.359375,3.125,1.96875,859.59375,0.890625,54.953125,21.9375,11.046875
900,54.40625,739.765625,16.6875,122.09375,4.28125,3.171875,1.796875,859.078125,0.78125,54.1875,22.1875,11.171875
1000,61.1875,705.84375,21.609375,127.046875,4.5,3.1875,2.0,853.21875,0.78125,53.484375,25.234375,12.15625
1100,66.21875,687.390625,24.5,124.015625,5.140625,3.34375,2.140625,854.890625,1.296875,52.03125,25.515625,11.328125
1200,67.203125,664.25,32.875,127.390625,4.921875,3.28125,2.203125,850.65625,1.0,52.265625,26.703125,12.421875
1300,72.015625,651.203125,35.28125,127.875,5.421875,3.671875,2.203125,848.796875,0.921875,49.546875,29.78125,12.859375
1400,75.796875,622.859375,41.75,129.375,6.015625,3.609375,2.21875,846.34375,0.796875,49.890625,29.71875,13.328125
1500,79.734375,601.109375,45.375,129.359375,6.578125,3.78125,2.515625,843.28125,1.1875,48.9375,34.421875,12.09375
1600,83.96875,588.5625,38.1875,131.546875,8.359375,3.96875,2.796875,839.3125,1.390625,48.984375,37.640625,14.328125
1700,90.0625,539.65625,51.9375,132.34375,9.484375,3.8125,3.109375,835.15625,1.390625,47.859375,39.265625,13.5625
1800,93.53125,531.984375,52.546875,132.734375,9.359375,4.703125,3.0,833.90625,1.5,47.59375,41.515625,14.3125
1900,95.46875,532.59375,44.453125,133.109375,10.21875,5.453125,3.03125,830.921875,1.828125,47.328125,43.140625,14.65625
2000,97.875,513.28125,46.265625,134.5625,9.71875,5.25,2.984375,829.71875,1.28125,46.046875,44.96875,16.34375
2100,100.796875,497.421875,51.015625,129.71875,9.25,5.6875,3.171875,832.109375,1.59375,45.90625,44.78125,14.828125
2200,97.46875,496.015625,53.875,129.46875,9.09375,5.609375,3.484375,830.8125,1.71875,45.234375,42.328125,15.109375
2300,94.640625,518.75,49.59375,129.375,11.90625,5.296875,3.390625,829.875,1.640625,44.6875,46.296875,16.609375
2400,96.796875,503.265625,53.4375,131.015625,12.46875,5.90625,3.6875,824.671875,2.328125,43.703125,52.015625,15.484375
2500,97.40625,495.328125,52.984375,129.375,17.109375,5.640625,3.890625,823.4375,2.453125,43.78125,54.671875,16.96875
2600,94.984375,500.640625,53.296875,130.734375,15.375,7.265625,3.890625,819.4375,2.234375,43.140625,58.125,16.0625
2700,97.0625,493.796875,53.609375,131.328125,17.109375,6.578125,4.34375,814.46875,2.53125,41.0,58.0625,19.5625
2800,99.640625,492.03125,46.453125,131.5,17.890625,7.703125,4.125,812.578125,2.28125,42.46875,62.9375,17.671875
2900,97.640625,509.71875,43.03125,130.515625,18.609375,7.375,4.421875,810.796875,2.5,41.296875,67.453125,18.703125
3000,96.359375,510.21875,46.625,130.40625,17.640625,9.046875,4.203125,809.734375,2.46875,39.671875,70.6875,20.75
3100,97.96875,500.53125,45.96875,126.65625,20.71875,8.5625,4.8125,809.125,3.796875,40.84375,64.59375,19.703125
3200,96.484375,498.96875,45.6875,128.90625,18.703125,9.046875,5.0625,803.140625,3.859375,38.71875,76.265625,19.234375
3300,93.375,510.796875,44.4375,126.109375,21.609375,8.90625,4.859375,805.609375,4.21875,38.671875,74.375,19.703125
3400,91.109375,512.421875,44.34375,125.484375,18.015625,9.484375,4.65625,808.0,2.984375,39.53125,67.921875,22.203125
3500,92.5,530.296875,35.234375,123.203125,18.046875,9.015625,4.875,808.0625,2.625,38.34375,74.390625,20.140625
3600,87.296875,547.640625,36.015625,120.21875,19.78125,9.671875,4.671875,810.96875,2.796875,37.34375,75.21875,20.296875
3700,85.296875,548.140625,38.09375,121.546875,20.78125,9.71875,5.296875,803.984375,5.1875,37.765625,75.1875,22.625
3800,83.171875,550.609375,37.015625,120.0,22.328125,9.921875,4.875,806.28125,2.609375,37.15625,81.140625,20.234375
3900,78.5,555.125,45.46875,120.8125,21.90625,10.53125,5.203125,803.390625,3.25,36.65625,77.96875,23.859375
4000,76.5,550.96875,38.21875,117.9375,22.796875,11.125,5.15625,804.875,3.296875,36.03125,84.203125,18.6875
4100,73.9375,571.09375,38.515625,115.984375,22.40625,10.96875,5.28125,806.3125,3.484375,34.9375,78.234375,23.71875
4200,71.125,572.5,39.875,115.96875,22.328125,11.296875,5.25,803.359375,4.453125,35.03125,83.8125,25.3125
4300,66.828125,590.609375,35.1875,114.859375,24.375,12.359375,5.625,800.109375,4.234375,35.015625,91.046875,21.703125
4400,69.984375,591.0625,31.65625,117.046875,25.75,13.125,5.71875,796.640625,2.953125,34.640625,93.78125,24.8125
4500,71.0625,581.59375,30.40625,115.734375,25.0625,12.546875,6.40625,793.59375,4.53125,34.1875,96.140625,23.09375
4600,69.046875,565.609375,38.03125,116.296875,26.171875,12.59375,6.359375,792.875,3.765625,34.203125,93.59375,22.453125
4700,62.921875,598.015625,31.3125,113.140625,24.4375,12.96875,6.453125,792.65625,4.109375,33.0625,98.078125,21.171875
4800,60.5,612.6875,31.796875,113.125,27.546875,13.5625,5.84375,789.484375,4.953125,34.078125,101.65625,22.859375
4900,59.296875,594.8125,37.3125,113.484375,29.9375,13.4375,6.078125,788.59375,3.828125,32.5625,102.96875,21.6875
5000,58.609375,605.515625,32.734375,114.671875,29.78125,13.515625,6.65625,782.546875,3.96875,32.234375,103.9375,25.703125
5100,56.03125,623.84375,31.828125,112.875,30.84375,13.65625,7.0625,780.078125,6.390625,31.53125,104.375,28.109375
5200,52.265625,642.03125,26.0,111.375,28.625,14.8125,6.515625,780.890625,6.703125,31.734375,107.59375,27.078125
5300,52.09375,636.8125,27.671875,113.671875,30.21875,15.15625,6.734375,776.359375,7.578125,32.015625,112.3125,21.328125
5400,47.765625,648.09375,24.703125,112.328125,32.046875,14.625,6.421875,778.125,5.859375,32.15625,110.65625,27.09375
5500,48.28125,639.6875,32.25,112.0,32.109375,16.453125,6.84375,776.625,3.625,30.109375,117.09375,25.34375
5600,48.453125,639.640625,27.34375,113.1875,34.609375,15.46875,7.359375,773.15625,4.59375,31.546875,117.53125,24.015625
5700,46.65625,645.21875,21.59375,113.078125,36.40625,13.109375,6.78125,773.921875,4.0,30.765625,125.90625,19.65625
5800,45.703125,647.203125,22.328125,110.59375,37.421875,15.078125,7.1875,771.5,3.828125,30.3125,122.09375,25.921875
5900,44.6875,654.578125,20.65625,108.0625,37.265625,16.671875,7.140625,771.09375,4.765625,29.859375,129.59375,22.109375
6000,43.578125,658.109375,21.3125,108.0,41.203125,17.0625,7.203125,769.0,4.421875,29.359375,129.84375,22.265625
6100,44.21875,657.609375,20.03125,108.71875,43.421875,16.0625,7.15625,763.15625,4.984375,29.109375,138.6875,21.375
6200,41.796875,660.25,18.296875,110.890625,45.171875,17.625,8.4375,754.5,6.390625,28.96875,146.84375,19.71875
6300,41.390625,660.09375,20.296875,107.09375,47.421875,18.875,8.578125,750.078125,7.40625,28.953125,144.375,24.421875
6400,41.5625,645.984375,23.203125,106.8125,50.984375,19.265625,8.46875,751.484375,6.671875,29.375,137.4375,27.734375
6500,39.1875,660.796875,17.015625,107.5,49.671875,20.75,8.109375,749.46875,6.78125,28.0625,141.96875,26.484375
6600,35.828125,664.40625,17.53125,108.28125,41.703125,21.765625,7.890625,748.125,6.484375,27.609375,149.40625,27.328125
6700,36.328125,668.1875,21.984375,106.984375,44.9375,20.640625,7.640625,749.703125,8.046875,29.046875,136.71875,27.859375
6800,36.109375,668.984375,18.453125,105.46875,46.796875,19.84375,7.65625,748.125,7.390625,28.75,139.5625,28.15625
6900,36.625,655.46875,23.9375,107.15625,49.53125,21.734375,8.859375,742.625,6.15625,27.6875,157.546875,24.40625
7000,37.421875,649.25,23.359375,110.640625,48.90625,19.484375,8.859375,733.53125,7.96875,27.15625,158.953125,30.140625
7100,37.078125,656.203125,19.15625,109.765625,52.03125,23.828125,8.25,729.8125,8.15625,27.078125,164.65625,28.640625
7200,38.046875,651.015625,17.875,110.15625,51.640625,22.609375,9.1875,723.4375,9.453125,27.234375,165.84375,30.5625
7300,37.078125,644.5,20.671875,108.546875,55.71875,23.28125,8.96875,721.328125,9.234375,27.5,171.0625,24.078125
7400,35.515625,653.46875,15.484375,108.65625,61.0625,22.25,9.375,714.640625,11.171875,25.609375,178.75,24.5625
7500,34.65625,653.90625,14.71875,107.046875,58.71875,23.671875,9.359375,714.34375,8.96875,26.53125,183.0625,23.921875
7600,32.921875,655.15625,14.6875,108.515625,62.21875,23.203125,9.0625,713.765625,9.234375,27.09375,179.109375,26.578125
7700,32.265625,657.984375,14.5,108.09375,58.203125,25.171875,9.390625,712.578125,9.375,26.6875,176.703125,27.65625
7800,30.734375,654.390625,17.96875,107.84375,66.21875,22.0625,9.515625,709.03125,9.796875,26.546875,178.15625,26.609375
7900,30.859375,644.984375,23.828125,107.8125,64.59375,23.6875,9.875,706.359375,10.734375,26.15625,178.625,28.453125
8000,31.34375,654.671875,18.46875,108.453125,65.984375,22.84375,9.859375,705.5625,10.796875,27.03125,178.796875,27.421875
8100,29.0,661.984375,21.328125,108.390625,60.515625,24.234375,9.078125,702.5,16.828125,27.65625,176.125,26.609375
8200,27.328125,661.234375,20.515625,108.15625,58.125,26.21875,9.734375,705.640625,11.296875,27.75,172.796875,31.921875
8300,26.453125,670.234375,16.53125,107.9375,58.34375,27.234375,9.578125,705.03125,11.703125,27.390625,175.21875,30.65625
8400,24.65625,663.59375,24.46875,109.125,60.40625,27.125,9.0625,702.21875,14.03125,27.671875,174.53125,30.515625
8500,23.8125,675.109375,19.890625,108.328125,60.453125,24.359375,9.109375,702.203125,17.515625,27.859375,173.359375,28.4375
8600,23.546875,682.828125,15.03125,104.703125,61.1875,24.03125,9.21875,712.484375,9.46875,27.34375,169.375,28.125
8700,25.1875,678.9375,14.328125,106.8125,64.1875,25.40625,9.171875,708.046875,10.21875,28.1875,175.203125,28.8125
8800,25.078125,674.296875,13.859375,109.921875,68.671875,21.828125,9.578125,704.609375,8.875,28.046875,178.71875,29.03125
8900,24.875,679.015625,14.15625,107.609375,60.71875,23.65625,9.234375,707.1875,11.96875,28.046875,179.28125,24.84375
9000,24.203125,679.53125,14.71875,110.640625,59.859375,24.9375,9.046875,707.078125,10.203125,27.75,174.8125,32.1875
9100,23.546875,689.671875,9.8125,107.375,58.046875,24.5625,8.84375,714.6875,8.046875,26.890625,178.0625,30.578125
9200,24.375,675.84375,18.296875,106.15625,61.0625,24.890625,8.78125,711.46875,9.890625,26.640625,173.078125,32.0625
9300,23.859375,683.203125,14.421875,106.34375,58.21875,25.0,9.375,708.375,11.109375,26.328125,169.640625,34.71875
9400,23.015625,689.40625,10.75,106.296875,55.78125,28.546875,9.296875,712.265625,8.203125,26.71875,179.84375,27.875
9500,22.9375,684.859375,12.765625,105.8125,56.3125,27.75,9.046875,711.03125,7.484375,26.109375,176.15625,31.09375
