step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,37.359375,953.71875,3.8125,0.0,0.0,0.0,1.078125,999.921875,0.078125,0.0,0.0,0.0
200,14.9375,886.625,3.734375,80.59375,4.171875,2.96875,2.21875,904.21875,1.265625,39.234375,24.71875,10.0
300,12.4375,913.515625,3.484375,64.9375,3.0625,2.140625,1.265625,928.578125,0.234375,40.015625,11.109375,5.875
400,12.171875,922.375,2.75,58.15625,2.796875,2.03125,1.21875,936.78125,0.265625,37.1875,9.140625,4.984375
500,11.875,924.578125,3.5625,55.4375,2.71875,1.953125,1.1875,939.890625,0.140625,36.890625,8.421875,4.5625
600,12.984375,923.140625,4.046875,55.03125,2.84375,1.984375,1.09375,940.25,0.125,36.546875,8.15625,4.46875
700,13.078125,923.359375,3.984375,54.71875,2.71875,1.96875,1.078125,941.1875,0.03125,36.40625,6.65625,4.609375
800,13.546875,924.828125,4.0,52.796875,2.53125,1.859375,1.046875,943.46875,0.03125,34.609375,8.046875,4.140625
900,14.1875,923.296875,4.03125,52.953125,2.265625,1.921875,1.0,943.546875,0.0,35.8125,6.75,3.890625
1000,14.25,922.390625,5.15625,52.234375,2.328125,1.875,1.109375,943.96875,0.09375,34.203125,8.109375,4.34375
1100,15.125,920.546875,4.796875,52.3125,2.703125,2.03125,1.125,943.34375,0.109375,34.421875,7.40625,4.4375
1200,16.0,918.203125,5.71875,51.90625,2.578125,1.90625,1.109375,943.859375,0.09375,33.21875,7.28125,4.546875
1300,16.875,914.734375,6.203125,52.328125,2.5625,1.953125,1.109375,943.515625,0.15625,34.078125,7.625,4.4375
1400,17.3125,914.375,6.328125,50.953125,2.53125,1.859375,1.09375,945.078125,0.078125,33.109375,7.15625,4.71875
1500,16.8125,913.65625,7.75,50.40625,2.625,2.015625,1.125,945.40625,0.09375,32.703125,6.828125,4.359375
1600,18.515625,909.640625,7.125,51.5625,2.5625,1.953125,1.046875,943.90625,0.0625,32.921875,7.25,4.59375
1700,17.484375,910.875,6.96875,52.09375,2.59375,2.046875,1.125,943.453125,0.09375,32.34375,7.734375,4.484375
1800,17.125,909.0625,8.171875,51.203125,2.671875,2.078125,1.09375,944.078125,0.046875,31.875,7.640625,4.75
1900,18.328125,908.828125,6.875,51.78125,2.6875,2.015625,1.0625,943.734375,0.046875,32.234375,8.25,4.515625
2000,19.484375,905.0625,7.796875,50.171875,3.15625,2.09375,1.140625,944.5625,0.125,31.46875,8.71875,4.546875
2100,21.203125,899.90625,8.453125,51.421875,2.75,2.15625,1.140625,943.390625,0.09375,31.90625,8.0625,5.21875
2200,20.71875,894.9375,9.53125,52.09375,2.703125,2.046875,1.1875,942.65625,0.296875,31.890625,8.296875,4.890625
2300,20.671875,898.9375,9.375,50.984375,3.03125,2.234375,1.1875,942.859375,0.25,31.203125,8.734375,5.0
2400,23.390625,887.9375,10.765625,52.296875,2.8125,2.21875,1.234375,941.359375,0.234375,31.359375,10.265625,4.796875
2500,22.15625,890.90625,9.515625,52.625,3.203125,2.28125,1.1875,940.484375,0.234375,30.96875,9.65625,5.328125
2600,21.859375,887.1875,10.8125,52.609375,3.015625,2.1875,1.1875,940.890625,0.078125,30.59375,9.8125,5.28125
2700,22.34375,889.09375,10.46875,51.21875,3.0,2.15625,1.15625,942.765625,0.125,30.359375,9.609375,4.890625
2800,22.625,883.21875,12.34375,51.40625,3.6875,2.390625,1.15625,941.609375,0.171875,30.625,10.0,5.203125
2900,23.078125,884.125,11.546875,51.484375,3.0625,2.21875,1.078125,942.34375,0.03125,30.171875,10.0625,5.359375
3000,22.59375,888.015625,10.125,50.1875,3.359375,2.328125,1.21875,943.28125,0.125,30.34375,9.734375,4.546875
3100,23.890625,878.09375,12.8125,51.59375,3.609375,2.28125,1.140625,942.0,0.09375,30.34375,9.703125,5.015625
3200,24.03125,880.890625,11.78125,50.234375,3.140625,2.25,1.125,943.75,0.09375,30.28125,7.65625,5.328125
3300,23.671875,871.5,15.671875,50.0625,2.90625,2.234375,1.0625,943.765625,0.078125,29.78125,9.390625,5.078125
3400,23.578125,878.96875,12.8125,50.65625,2.96875,2.265625,1.078125,943.21875,0.125,30.046875,9.1875,4.734375
3500,24.890625,862.9375,15.265625,49.984375,3.0625,2.375,1.125,944.03125,0.09375,28.890625,8.875,5.671875
3600,25.0625,866.015625,13.40625,50.65625,3.578125,2.546875,1.109375,942.203125,0.078125,28.265625,9.515625,5.84375
3700,25.609375,858.46875,17.34375,50.546875,3.734375,2.546875,1.109375,942.34375,0.09375,28.796875,9.875,5.578125
3800,27.59375,857.40625,16.296875,50.515625,4.015625,2.453125,1.265625,942.1875,0.21875,29.71875,11.140625,5.0
3900,26.3125,862.84375,15.65625,50.453125,4.46875,2.484375,1.25,941.46875,0.1875,29.34375,11.125,5.65625
4000,27.234375,848.6875,19.421875,49.859375,4.203125,2.453125,1.40625,942.546875,0.578125,29.4375,10.828125,5.203125
4100,26.40625,856.984375,18.28125,50.046875,4.078125,2.296875,1.15625,942.78125,0.125,28.734375,10.625,5.34375
4200,27.65625,851.90625,17.453125,50.515625,3.75,2.421875,1.203125,942.1875,0.15625,28.765625,10.4375,5.4375
4300,25.609375,861.625,17.265625,49.296875,3.734375,2.390625,1.140625,942.90625,0.3125,28.53125,10.390625,5.1875
4400,28.359375,855.65625,15.640625,49.3125,3.9375,2.296875,1.171875,943.5,0.15625,27.984375,10.890625,5.15625
4500,27.796875,846.53125,18.921875,49.734375,3.625,2.296875,1.1875,942.9375,0.125,28.59375,10.703125,5.453125
4600,28.171875,844.578125,18.84375,50.265625,3.71875,2.25,1.0625,942.875,0.15625,28.6875,11.78125,5.0
4700,28.65625,839.125,19.296875,49.03125,3.984375,2.375,1.1875,943.265625,0.140625,28.3125,11.765625,4.875
4800,30.0625,834.8125,21.421875,50.140625,3.421875,2.359375,1.25,942.59375,0.171875,28.640625,9.921875,5.5625
4900,29.421875,828.75,23.296875,49.828125,3.5,2.8125,1.265625,942.59375,0.078125,28.59375,11.1875,5.515625
5000,27.734375,846.671875,19.421875,47.046875,3.8125,2.484375,1.1875,945.125,0.21875,27.046875,10.671875,6.046875
5100,30.421875,837.0,15.859375,48.546875,4.078125,2.953125,1.203125,943.140625,0.140625,27.703125,9.8125,6.875
5200,30.078125,837.921875,18.65625,48.53125,3.734375,2.578125,1.234375,943.625,0.203125,27.890625,9.203125,6.1875
5300,29.96875,839.28125,19.046875,48.5,4.015625,2.90625,1.21875,942.859375,0.125,27.46875,11.03125,6.421875
5400,30.03125,845.65625,16.015625,48.34375,4.15625,2.796875,1.296875,943.296875,0.359375,27.5625,11.640625,5.4375
5500,30.6875,822.203125,24.734375,48.5,3.59375,2.609375,1.296875,943.8125,0.296875,27.546875,10.59375,5.578125
5600,31.140625,835.828125,19.984375,47.09375,3.875,2.46875,1.21875,945.765625,0.140625,27.828125,9.5625,5.453125
5700,30.0625,836.5625,20.953125,48.828125,3.703125,2.6875,1.171875,943.515625,0.203125,27.546875,9.3125,5.75
5800,30.046875,842.0,17.109375,48.625,3.359375,2.53125,1.171875,944.390625,0.171875,27.5,9.125,5.953125
5900,29.984375,846.265625,17.5,47.078125,3.46875,2.484375,1.25,945.8125,0.203125,26.703125,10.421875,5.484375
6000,29.296875,838.03125,19.625,48.203125,3.359375,2.5625,1.1875,944.890625,0.15625,27.140625,11.015625,5.046875
6100,30.4375,832.140625,22.5625,47.625,3.46875,2.453125,1.203125,944.625,0.328125,27.03125,11.34375,5.921875
6200,30.65625,832.5625,23.65625,49.265625,3.203125,2.4375,1.28125,943.484375,0.1875,27.3125,10.921875,5.96875
6300,29.34375,839.734375,19.0,48.8125,2.859375,2.296875,1.328125,944.53125,0.296875,26.90625,11.734375,5.375
6400,30.1875,839.578125,18.65625,48.78125,3.15625,2.375,1.125,944.546875,0.140625,27.078125,10.625,6.0625
6500,30.75,828.84375,22.3125,47.75,3.15625,2.53125,1.125,945.015625,0.078125,26.765625,11.28125,5.625
6600,31.265625,834.390625,17.390625,49.15625,3.59375,2.359375,1.203125,943.6875,0.21875,26.84375,12.046875,5.046875
6700,31.90625,821.90625,24.5,48.03125,3.796875,2.40625,1.234375,944.75,0.15625,26.671875,12.046875,5.328125
6800,31.328125,834.078125,19.703125,46.984375,4.5,2.21875,1.34375,945.1875,0.140625,26.96875,12.34375,5.03125
6900,33.046875,824.15625,21.9375,47.953125,4.546875,2.3125,1.296875,943.65625,0.1875,27.40625,12.734375,5.109375
7000,33.890625,806.765625,28.921875,47.25,4.890625,2.3125,1.21875,944.421875,0.15625,26.875,11.4375,5.09375
7100,33.46875,814.078125,23.8125,49.140625,4.8125,2.40625,1.3125,942.140625,0.234375,26.5625,13.65625,5.46875
7200,32.90625,802.03125,32.578125,47.125,4.6875,2.5625,1.296875,943.859375,0.1875,26.734375,14.34375,5.28125
7300,32.734375,808.828125,23.921875,47.71875,4.46875,2.96875,1.34375,942.84375,0.21875,26.3125,14.296875,4.8125
7400,35.90625,789.40625,27.78125,47.40625,5.421875,2.4375,1.265625,943.625,0.15625,26.421875,13.15625,4.96875
7500,36.671875,790.734375,26.9375,47.0,4.609375,3.09375,1.25,943.625,0.171875,25.9375,13.40625,5.4375
7600,37.171875,777.296875,29.421875,46.265625,4.4375,3.09375,1.296875,944.546875,0.390625,25.84375,13.078125,4.921875
7700,40.515625,771.0625,27.640625,46.125,4.171875,3.46875,1.328125,944.625,0.40625,25.46875,11.875,5.625
7800,36.765625,776.71875,33.03125,46.03125,3.921875,2.734375,1.234375,945.765625,0.171875,26.171875,10.25,5.609375
7900,39.125,765.3125,30.203125,46.296875,3.515625,2.625,1.109375,946.109375,0.125,25.875,10.859375,5.609375
8000,38.8125,782.25,24.46875,46.609375,3.328125,2.453125,1.140625,946.359375,0.125,26.21875,9.25,6.28125
8100,38.28125,779.390625,26.78125,44.484375,3.984375,2.703125,1.28125,947.3125,0.171875,25.109375,12.25,4.6875
8200,41.6875,746.671875,43.234375,45.015625,3.265625,2.65625,1.25,946.5625,0.265625,25.453125,12.421875,4.765625
8300,39.703125,772.46875,26.578125,45.296875,3.0625,2.390625,1.328125,946.640625,0.328125,24.65625,11.609375,5.671875
8400,39.109375,767.96875,30.390625,45.71875,3.796875,2.46875,1.390625,945.765625,0.40625,24.34375,13.828125,4.875
8500,40.078125,760.359375,34.484375,46.015625,3.984375,2.53125,1.390625,944.109375,0.4375,24.71875,12.859375,5.703125
8600,40.578125,761.71875,36.046875,45.953125,4.3125,2.34375,1.359375,944.921875,0.453125,25.421875,12.375,5.375
8700,40.40625,769.390625,31.40625,45.34375,3.171875,2.34375,1.328125,946.1875,0.390625,24.5,11.171875,5.625
8800,41.96875,758.40625,29.765625,46.078125,3.375,2.328125,1.578125,945.5,0.390625,23.859375,12.625,5.953125
8900,40.859375,755.265625,35.125,44.6875,3.484375,2.3125,1.4375,946.640625,0.3125,24.515625,13.046875,5.234375
9000,40.15625,768.09375,24.4375,45.375,3.4375,2.65625,1.375,946.046875,0.296875,24.25,12.046875,6.078125
9100,40.546875,742.4375,35.125,44.84375,3.90625,2.625,1.265625,947.015625,0.21875,24.84375,11.046875,5.5
9200,40.671875,759.5625,32.203125,45.515625,3.65625,2.140625,1.328125,946.796875,0.3125,24.1875,11.28125,5.703125
9300,40.390625,758.296875,35.8125,45.1875,3.4375,2.203125,1.359375,947.1875,0.625,23.671875,12.765625,5.296875
9400,41.65625,752.53125,34.84375,44.578125,3.90625,2.234375,1.234375,947.125,0.21875,23.953125,13.09375,5.4375
9500,45.90625,760.9375,26.046875,45.171875,3.6875,2.5,1.453125,946.546875,0.421875,24.546875,11.75,6.0625
9600,42.421875,750.59375,28.75,44.203125,3.78125,2.6875,1.28125,946.90625,0.375,23.359375,12.421875,5.53125
9700,44.84375,736.65625,35.671875,45.75,3.3125,2.59375,1.390625,945.390625,0.28125,24.203125,12.53125,5.71875
9800,42.984375,739.765625,37.390625,43.984375,3.15625,2.265625,1.359375,947.796875,0.328125,23.4375,13.203125,5.265625
9900,43.84375,736.75,36.921875,43.890625,3.203125,2.46875,1.578125,947.28125,0.484375,23.328125,13.5,5.6875
10000,44.140625,753.328125,28.828125,44.578125,3.078125,2.515625,1.53125,946.8125,0.3125,23.65625,11.75,6.65625
10100,42.640625,763.546875,24.296875,42.8125,3.296875,2.484375,1.46875,948.671875,0.265625,23.15625,13.9375,5.3125
10200,43.609375,745.65625,34.515625,44.15625,3.40625,2.40625,1.4375,946.515625,0.40625,22.890625,14.09375,5.609375
10300,43.671875,749.390625,29.125,44.375,4.390625,2.46875,1.4375,945.40625,0.703125,23.671875,13.9375,5.515625
10400,44.65625,741.3125,28.046875,43.421875,4.8125,2.265625,1.375,947.203125,0.34375,23.21875,13.9375,4.984375
10500,44.5625,750.328125,28.859375,44.34375,3.46875,2.59375,1.4375,946.046875,0.5,23.203125,13.25,6.4375
10600,45.15625,729.609375,40.640625,44.4375,4.3125,2.609375,1.375,946.03125,0.328125,23.859375,14.09375,5.6875
10700,45.734375,747.1875,28.0,42.703125,4.25,2.484375,1.265625,948.296875,0.21875,22.96875,12.5625,6.6875
