step,N_round,MAX_round,2_MAX_round,N_elongated,MAX_elongated,2_MAX_elongated,N_round_2,MAX_round_2,2_MAX_round_2,N_elongated_2,MAX_elongated_2,2_MAX_elongated_2
100,43.84375,945.65625,4.0625,0.0,0.0,0.0,1.109375,999.890625,0.109375,0.0,0.0,0.0
200,19.046875,860.9375,4.09375,97.578125,4.5,3.125,3.046875,883.4375,1.625,43.578125,32.09375,11.90625
300,16.40625,889.109375,3.75,79.171875,3.984375,2.640625,1.65625,909.265625,0.71875,44.65625,15.703125,7.609375
400,15.53125,897.375,3.859375,73.859375,3.453125,2.515625,1.328125,917.515625,0.515625,45.21875,12.59375,5.890625
500,18.078125,893.015625,4.4375,75.375,3.015625,2.203125,1.453125,917.328125,0.609375,44.484375,12.125,6.484375
600,18.5,894.015625,4.578125,73.078125,2.953125,2.328125,1.296875,919.53125,0.328125,43.1875,12.171875,5.84375
700,21.234375,886.328125,6.0625,73.390625,3.0,2.3125,1.1875,919.390625,0.25,42.9375,11.78125,6.4375
800,23.09375,883.828125,6.078125,72.265625,3.015625,2.1875,1.25,920.90625,0.21875,42.328125,10.984375,6.40625
900,23.9375,879.40625,6.828125,72.96875,2.8125,2.25,1.15625,920.40625,0.171875,42.25,10.421875,6.078125
1000,25.390625,871.21875,8.390625,73.046875,3.078125,2.296875,1.21875,919.453125,0.21875,42.28125,10.28125,5.84375
1100,27.859375,865.328125,8.65625,75.046875,3.09375,2.296875,1.203125,917.453125,0.203125,40.453125,12.8125,6.28125
1200,29.6875,856.84375,11.890625,74.59375,3.109375,2.3125,1.140625,917.828125,0.203125,40.84375,11.375,6.875
1300,30.640625,855.859375,10.40625,75.3125,3.046875,2.3125,1.328125,916.8125,0.3125,41.65625,11.859375,6.140625
1400,31.25,850.984375,11.890625,73.546875,3.0,2.328125,1.234375,918.859375,0.25,40.59375,10.53125,6.15625
1500,32.4375,841.671875,12.9375,73.09375,2.890625,2.390625,1.1875,919.625,0.140625,40.1875,11.046875,5.9375
1600,35.625,831.265625,15.796875,74.390625,2.9375,2.359375,1.125,918.03125,0.125,40.3125,10.953125,6.5
1700,34.71875,833.34375,13.890625,73.21875,3.140625,2.28125,1.171875,919.28125,0.171875,38.9375,11.46875,6.765625
1800,36.578125,824.703125,16.140625,72.390625,3.0,2.234375,1.171875,919.84375,0.171875,38.5625,11.203125,6.9375
1900,37.234375,823.609375,15.796875,73.4375,3.0,2.296875,1.171875,919.109375,0.171875,38.703125,11.453125,7.03125
2000,38.734375,813.25,18.46875,72.421875,3.265625,2.359375,1.390625,919.15625,0.421875,38.0625,12.03125,6.359375
2100,41.234375,793.046875,23.40625,73.90625,3.625,2.4375,1.265625,917.375,0.3125,37.671875,12.1875,6.96875
2200,42.0625,798.1875,18.46875,71.140625,3.765625,2.59375,1.453125,919.875,0.359375,37.3125,12.46875,6.71875
2300,43.09375,787.359375,21.578125,71.875,3.609375,2.3125,1.21875,919.984375,0.1875,37.078125,12.484375,6.828125
2400,44.421875,776.375,28.828125,72.59375,3.53125,2.53125,1.328125,918.03125,0.28125,36.828125,13.171875,7.546875
2500,47.046875,767.8125,24.640625,73.53125,3.15625,2.4375,1.40625,917.703125,0.28125,37.03125,13.09375,6.96875
2600,46.453125,763.21875,26.125,72.0625,3.546875,2.375,1.25,918.671875,0.265625,36.65625,13.265625,6.71875
2700,47.25,758.109375,29.703125,73.09375,4.15625,2.640625,1.265625,916.40625,0.40625,37.09375,14.859375,6.78125
2800,51.671875,734.640625,31.375,73.5,4.390625,2.484375,1.375,915.71875,0.296875,36.25,15.609375,7.234375
2900,50.609375,744.453125,26.90625,72.59375,4.4375,2.5,1.328125,916.1875,0.296875,35.78125,14.96875,7.359375
3000,53.90625,722.546875,29.484375,70.78125,4.53125,2.65625,1.421875,918.015625,0.28125,34.78125,14.28125,8.09375
3100,55.734375,701.046875,37.0,72.671875,4.640625,2.5625,1.40625,915.609375,0.296875,35.3125,15.203125,7.90625
3200,56.484375,696.765625,38.71875,71.953125,4.578125,2.875,1.515625,916.15625,0.375,35.078125,16.671875,7.578125
3300,57.5,707.40625,33.75,70.9375,5.953125,2.90625,1.40625,916.65625,0.390625,35.234375,17.703125,7.109375
3400,57.84375,684.46875,35.34375,71.140625,5.234375,3.0,1.609375,914.9375,0.65625,34.765625,17.796875,7.625
3500,60.359375,685.671875,34.453125,70.375,4.484375,3.046875,1.59375,916.578125,0.515625,34.609375,17.046875,8.09375
3600,59.625,669.796875,42.296875,72.265625,4.5,2.9375,1.515625,914.765625,0.640625,34.234375,16.0625,9.34375
3700,61.1875,673.484375,33.390625,70.40625,5.953125,3.0625,1.46875,914.703125,0.578125,33.203125,20.015625,8.125
3800,62.0,655.28125,41.234375,70.65625,6.828125,3.046875,1.421875,913.875,0.265625,34.921875,19.0625,7.578125
3900,59.203125,660.265625,45.859375,71.390625,7.953125,2.765625,1.71875,912.578125,0.453125,33.796875,21.828125,7.5
4000,62.140625,650.671875,45.484375,70.6875,8.640625,2.828125,1.734375,911.984375,0.59375,33.34375,21.6875,7.609375
4100,61.71875,674.953125,33.5625,69.21875,9.109375,3.0625,1.515625,913.375,0.359375,33.03125,22.171875,7.765625
4200,65.28125,633.515625,43.25,71.390625,8.390625,2.9375,1.515625,910.953125,0.515625,34.140625,20.78125,8.90625
4300,66.421875,635.421875,45.984375,71.734375,8.609375,3.3125,1.640625,909.171875,0.671875,33.609375,23.125,8.578125
4400,66.640625,645.515625,49.1875,70.625,9.109375,3.34375,1.515625,910.734375,0.96875,34.28125,22.515625,7.984375
4500,67.296875,631.921875,39.5625,71.546875,8.96875,3.234375,1.71875,908.90625,1.015625,33.234375,25.296875,7.828125
4600,67.984375,628.6875,48.5625,71.25,10.9375,2.90625,1.6875,908.296875,0.984375,32.984375,25.609375,7.4375
4700,68.296875,617.1875,48.796875,71.015625,10.703125,3.1875,1.828125,907.40625,1.5625,33.3125,26.453125,7.734375
4800,69.15625,633.0625,43.859375,70.109375,11.15625,3.078125,1.859375,907.75,1.578125,33.1875,28.25,7.625
4900,69.921875,619.546875,47.609375,71.9375,9.328125,3.578125,1.75,906.640625,1.609375,32.484375,26.21875,8.671875
5000,73.484375,627.953125,38.359375,70.328125,7.203125,4.828125,1.59375,908.15625,1.921875,32.625,23.5,10.734375
5100,72.28125,614.671875,50.21875,69.0,8.25,4.890625,1.875,908.953125,0.71875,32.234375,22.578125,9.953125
5200,77.703125,601.953125,44.375,70.65625,7.875,4.75,2.0625,906.421875,0.953125,32.5,29.765625,7.90625
5300,74.53125,610.0,42.90625,70.15625,8.140625,4.125,2.15625,907.28125,0.671875,32.421875,26.546875,9.6875
