seed,mean_aspect_ratio,fraction_elongated,fraction_round,fraction_binary
1099062448631258,1.1690100000000003,0.05751428571428571,0.8312857142857142,0.11120000000000005
853827592514924,1.2630928571428575,0.09921428571428571,0.7731714285714284,0.12761428571428576
1052030010736714,1.2432957142857142,0.09384285714285719,0.7912285714285716,0.11492857142857145
993068073743470,1.226648571428571,0.08322857142857146,0.7984857142857141,0.11828571428571433
375074238073900,1.3114128571428572,0.1193285714285714,0.7444571428571429,0.13621428571428573
416178520884477,1.3789771428571427,0.1531714285714286,0.7024571428571428,0.14437142857142854
874051135843279,1.3444385714285716,0.13882857142857144,0.7298000000000002,0.13137142857142856
12944511869278,1.3589342857142863,0.13942857142857149,0.7131000000000002,0.1474714285714286
542029227742456,1.273808571428571,0.10900000000000004,0.7738999999999998,0.11709999999999998
1011744331896734,1.2954671428571427,0.11719999999999998,0.7581428571428571,0.12465714285714287
211701226972609,1.3203857142857143,0.1269428571428572,0.7464857142857144,0.12657142857142858
292918525777755,1.0230414285714284,0.0024285714285714297,0.9306,0.06697142857142858
731147908347497,1.1929428571428569,0.07338571428571428,0.8197857142857143,0.10682857142857144
985549376192247,1.2179657142857145,0.07831428571428573,0.7992000000000001,0.12248571428571428
873456432950595,1.374595714285714,0.15297142857142848,0.716057142857143,0.1309714285714286
422219896800918,1.335865714285714,0.13057142857142864,0.7316428571428572,0.13778571428571432
900740014674953,1.3694285714285712,0.14327142857142858,0.703157142857143,0.1535714285714286
1020578668480920,1.3470928571428578,0.1365571428571429,0.7248999999999999,0.13854285714285713
343569160877337,1.3555485714285715,0.14155714285714288,0.7203,0.13814285714285715
78804909138230,1.2288885714285718,0.08728571428571429,0.8022428571428571,0.1104714285714286
333614425743970,1.4068985714285713,0.16491428571428576,0.692385714285714,0.14270000000000008
974443487743328,1.4141785714285715,0.1714428571428571,0.6839571428571429,0.14459999999999995
703985244396274,1.2513300000000003,0.09467142857142857,0.7800285714285714,0.12530000000000002
1122578106359740,1.2668742857142858,0.09857142857142857,0.7660000000000001,0.13542857142857145
492938554100859,1.182701428571429,0.06618571428571429,0.8216142857142854,0.11220000000000001
170902461924754,1.0131914285714285,4.2857142857142856e-05,0.9534000000000004,0.04655714285714285
260045648084392,1.2397685714285716,0.08985714285714289,0.7874714285714288,0.12267142857142861
450419983107763,1.4482142857142861,0.1839571428571429,0.660014285714286,0.15602857142857146
543308666121182,1.2782742857142853,0.10654285714285716,0.7666714285714284,0.12678571428571428
593849570694833,1.2871371428571428,0.10895714285714282,0.7602000000000003,0.13084285714285715
582382717235568,1.132682857142857,0.04584285714285711,0.8490857142857143,0.1050714285714286
1123570616129223,1.290697142857143,0.11652857142857143,0.7701285714285712,0.11334285714285713
680622798933824,1.4831957142857146,0.19467142857142863,0.637057142857143,0.16827142857142854
201764007966294,1.4212342857142861,0.17619999999999994,0.6876000000000001,0.13620000000000007
453356923466257,1.3228671428571437,0.1291,0.7431285714285716,0.12777142857142854
346214149398000,1.2224857142857144,0.08111428571428576,0.7995714285714285,0.11931428571428575
353918643079908,1.2980771428571434,0.1156857142857143,0.7556285714285714,0.1286857142857143
971536625474344,1.1784414285714284,0.0665142857142857,0.8320571428571427,0.10142857142857142
799035771825238,1.19555,0.07551428571428571,0.8261571428571426,0.09832857142857145
1114806189928891,1.3778985714285716,0.15622857142857144,0.7130571428571428,0.1307142857142857
216465895742590,1.4078614285714288,0.16804285714285713,0.6907999999999999,0.14115714285714281
926435018171726,1.077812857142857,0.019871428571428554,0.8802285714285715,0.0999
744517311885370,1.564857142857143,0.23717142857142862,0.5906999999999998,0.1721285714285714
812580382463326,1.1494628571428573,0.051771428571428565,0.8453999999999998,0.10282857142857148
521742092743191,1.245412857142857,0.0913,0.7851285714285715,0.1235714285714286
1008612444973162,1.217228571428571,0.08438571428571427,0.8136428571428574,0.10197142857142864
121838283310165,1.2780871428571423,0.10898571428571431,0.7676285714285712,0.12338571428571432
431006493426170,1.2550771428571432,0.09892857142857142,0.7824000000000001,0.11867142857142861
765322069857382,1.3699614285714288,0.1526142857142857,0.7081999999999996,0.1391857142857143
725201757884584,1.2277028571428572,0.08391428571428573,0.7896428571428569,0.12644285714285716
184656659025018,1.3943728571428569,0.15947142857142863,0.6976428571428572,0.1428857142857143
1034686135547599,1.2230714285714288,0.07957142857142858,0.802757142857143,0.1176714285714286
380972098894405,1.1458771428571426,0.049528571428571415,0.8466000000000001,0.10387142857142861
742183958399040,1.3563771428571425,0.14491428571428577,0.720214285714286,0.13487142857142856
37852570490343,1.2868842857142855,0.10974285714285716,0.7612428571428571,0.1290142857142857
734109262104827,1.279837142857143,0.10544285714285716,0.7621857142857144,0.13237142857142864
401686787590537,1.3746328571428574,0.15167142857142857,0.7108714285714286,0.1374571428571428
350020380685320,1.2638185714285712,0.10358571428571425,0.7783571428571431,0.11805714285714287
484612500106051,1.2333285714285713,0.08330000000000001,0.7910714285714285,0.12562857142857142
604884003999171,1.3488942857142858,0.13469999999999996,0.7233857142857143,0.14191428571428572
501697692195937,1.1169514285714286,0.037371428571428576,0.850357142857143,0.11227142857142856
851083349436041,1.195334285714285,0.06917142857142855,0.8182714285714284,0.11255714285714284
796940938751527,1.429574285714286,0.1720428571428571,0.6701571428571427,0.1578
7713914261614,1.3677228571428575,0.14854285714285717,0.7125428571428567,0.1389142857142857
