density,nematic,polar,nematic_2,polar_2,nematic_std,polar_std,nematic_2_std,polar_2_std,n_realizations
0.4,0.514103519845503,0.7808312313618444,0.5097169446575922,0.7730223815757948,0.17889085160270393,0.132435367035552,0.180813263305542,0.13711256858185297,64
0.5,0.45043933295139693,0.7158460328410632,0.44156186590573,0.6981237302851333,0.1999870994192959,0.16074388243401289,0.2046005303792155,0.17132793668448615,64
0.6,0.38201983673023543,0.6184616863535348,0.36468662059188905,0.5847082918862759,0.23270601506217314,0.21288477696627314,0.23875929506852403,0.22525578115101702,64
0.7,0.24311326231198524,0.47528259382778737,0.20493833711397286,0.39904728712601634,0.1003022587081052,0.1450076398844481,0.10231788635025045,0.14843178536097829,64
0.75,0.1877308735524521,0.3461351891758617,0.12956764776843616,0.23993650837311142,0.06967407884881317,0.14116200719194066,0.06375740608756537,0.12649249726928838,64
0.76,0.16737325546982768,0.3093900218421816,0.11098308280801489,0.20700221550196224,0.06744842132524077,0.13489795907011035,0.05715055484124119,0.11342650401929356,64
0.77,0.17910668843373623,0.30546646665092697,0.11547017248587,0.19471405025607053,0.09239124629519185,0.14533840794162217,0.08356172480772497,0.12618854232988336,64
0.78,0.16797786736770998,0.2898620587293752,0.09871071325493197,0.17061743772499421,0.06729590176704506,0.11910744781953113,0.05567863949657301,0.09766250107606364,64
0.79,0.1638958953603989,0.27538466412563073,0.09233164379621076,0.15606899214388995,0.07029767560292584,0.11790690286015565,0.06150411709525537,0.09899952730256337,64
0.8,0.14794802933685972,0.25890621854212925,0.07189328155568202,0.12711095840992023,0.04094412549965074,0.0807830740878029,0.02997186143492049,0.0580521953625976,64
0.81,0.14736072919573212,0.24940842531673854,0.06398957740952262,0.10843056345503442,0.041303475162346906,0.07389319346849922,0.026686839853172457,0.04500297088003492,64
0.82,0.1447256242036895,0.23866967798583708,0.05446101178855586,0.09038203706667991,0.04021788559816277,0.07336496728709996,0.02541450298484265,0.04547355613042631,64
0.83,0.13592160853206636,0.2363095892864639,0.04334240376210331,0.07615512637045344,0.034250093243891305,0.05941675763266603,0.018712161739003592,0.03117355950449291,64
0.84,0.1447507411905573,0.23043086314088362,0.03474001855149643,0.05904780656478642,0.04807915869677595,0.059151647924764676,0.014714833864428341,0.028253237954306256,64
0.845,0.2094017687956209,0.19922870707012713,0.028421618313298223,0.037155127963636625,0.1356738003937736,0.06416791619126941,0.017791813378972437,0.031049805300077244,64
0.848,0.2837137015626289,0.20452458584019512,0.021652017296162847,0.022472699666418752,0.1637453184496313,0.07766144186902334,0.015312247601242002,0.027794937632958632,64
0.85,0.30640177861537365,0.23811120002288005,0.014835003968755063,0.01348164610237168,0.18096632300030682,0.1436326310674793,0.015491433510510803,0.01577916910118864,64
0.852,0.40566276999239903,0.22589872286344814,0.013919501823252717,0.00734913851686445,0.18397392448602026,0.13093062128850597,0.009171084546652143,0.00793173511246091,64
0.855,0.3978535026789836,0.22011255093456633,0.011826283063162132,0.006569336147281445,0.19727419841010013,0.10878376060180757,0.00766872390484117,0.007461761260051656,64
0.86,0.41086081368087385,0.213041214735422,0.008060613529058316,0.004228857922726947,0.25126173902365734,0.08047705018697435,0.004822676413069012,0.0017322505885936548,64
0.87,0.40330079540636327,0.30601914353241133,0.0042164567155165604,0.0031785727282679175,0.17458231495194576,0.0920705254588304,0.0019282021039153374,0.0008830658824286998,64
0.88,0.49616034527665254,0.4039729340036723,0.0024650962716323533,0.0019250524220147812,0.19463942423317868,0.13339482775864242,0.0011558266434406894,0.0006907339051784565,64
0.9,0.4663504831219393,0.4543421323282024,0.0006887904716563796,0.0006520341506148217,0.26518788912797786,0.25604568078625134,0.000504030751489721,0.0004363115685518448,64
